#        T (MeV)   d\mu_e/dL_\mu  d\mu_\mu/dL_\mu  d\mu_\tau/dL_\mu  d\mu_{\nu_e}/dL_\mu  d\mu_{\nu_\mu}/dL_\mu  d\mu_{\nu_\tau}/dL_\mu   d\mu_Q/dL_\mu   d\mu_B/dL_\mu in units of T^-2
      9.2000e+02     -1.8739e-01       1.8150e+00       -2.5593e-01           3.7478e-01             2.3772e+00              3.0624e-01      5.6218e-01     -2.0545e-01
      9.2500e+02     -1.8716e-01       1.8152e+00       -2.5492e-01           3.7433e-01             2.3767e+00              3.0657e-01      5.6149e-01     -2.0530e-01
      9.3000e+02     -1.8694e-01       1.8154e+00       -2.5391e-01           3.7387e-01             2.3762e+00              3.0690e-01      5.6081e-01     -2.0514e-01
      9.3500e+02     -1.8671e-01       1.8156e+00       -2.5293e-01           3.7342e-01             2.3758e+00              3.0721e-01      5.6013e-01     -2.0496e-01
      9.4000e+02     -1.8649e-01       1.8158e+00       -2.5195e-01           3.7298e-01             2.3753e+00              3.0751e-01      5.5947e-01     -2.0478e-01
      9.4500e+02     -1.8627e-01       1.8160e+00       -2.5099e-01           3.7254e-01             2.3748e+00              3.0781e-01      5.5880e-01     -2.0459e-01
      9.5000e+02     -1.8605e-01       1.8162e+00       -2.5005e-01           3.7210e-01             2.3744e+00              3.0810e-01      5.5815e-01     -2.0439e-01
      9.5500e+02     -1.8583e-01       1.8164e+00       -2.4911e-01           3.7166e-01             2.3739e+00              3.0838e-01      5.5750e-01     -2.0418e-01
      9.6000e+02     -1.8562e-01       1.8166e+00       -2.4820e-01           3.7123e-01             2.3735e+00              3.0866e-01      5.5685e-01     -2.0397e-01
      9.6500e+02     -1.8540e-01       1.8168e+00       -2.4729e-01           3.7081e-01             2.3730e+00              3.0892e-01      5.5621e-01     -2.0374e-01
      9.7000e+02     -1.8519e-01       1.8170e+00       -2.4640e-01           3.7038e-01             2.3726e+00              3.0918e-01      5.5558e-01     -2.0351e-01
      9.7500e+02     -1.8498e-01       1.8172e+00       -2.4552e-01           3.6997e-01             2.3721e+00              3.0943e-01      5.5495e-01     -2.0327e-01
      9.8000e+02     -1.8478e-01       1.8174e+00       -2.4465e-01           3.6955e-01             2.3717e+00              3.0968e-01      5.5433e-01     -2.0302e-01
      9.8500e+02     -1.8457e-01       1.8175e+00       -2.4379e-01           3.6914e-01             2.3713e+00              3.0992e-01      5.5371e-01     -2.0277e-01
      9.9000e+02     -1.8437e-01       1.8177e+00       -2.4295e-01           3.6873e-01             2.3708e+00              3.1015e-01      5.5310e-01     -2.0251e-01
      9.9500e+02     -1.8416e-01       1.8179e+00       -2.4212e-01           3.6833e-01             2.3704e+00              3.1037e-01      5.5249e-01     -2.0224e-01
      1.0000e+03     -1.8396e-01       1.8181e+00       -2.4130e-01           3.6793e-01             2.3700e+00              3.1059e-01      5.5189e-01     -2.0197e-01
      1.0050e+03     -1.8376e-01       1.8183e+00       -2.4049e-01           3.6753e-01             2.3696e+00              3.1081e-01      5.5129e-01     -2.0169e-01
      1.0100e+03     -1.8357e-01       1.8184e+00       -2.3969e-01           3.6714e-01             2.3692e+00              3.1101e-01      5.5070e-01     -2.0140e-01
      1.0150e+03     -1.8337e-01       1.8186e+00       -2.3890e-01           3.6675e-01             2.3687e+00              3.1122e-01      5.5012e-01     -2.0111e-01
      1.0200e+03     -1.8318e-01       1.8188e+00       -2.3813e-01           3.6636e-01             2.3683e+00              3.1141e-01      5.4954e-01     -2.0081e-01
      1.0250e+03     -1.8299e-01       1.8190e+00       -2.3736e-01           3.6598e-01             2.3679e+00              3.1160e-01      5.4896e-01     -2.0050e-01
      1.0300e+03     -1.8280e-01       1.8191e+00       -2.3660e-01           3.6559e-01             2.3675e+00              3.1179e-01      5.4839e-01     -2.0019e-01
      1.0350e+03     -1.8261e-01       1.8193e+00       -2.3586e-01           3.6522e-01             2.3671e+00              3.1197e-01      5.4783e-01     -1.9988e-01
      1.0400e+03     -1.8242e-01       1.8195e+00       -2.3512e-01           3.6484e-01             2.3667e+00              3.1214e-01      5.4726e-01     -1.9956e-01
      1.0450e+03     -1.8224e-01       1.8196e+00       -2.3440e-01           3.6447e-01             2.3664e+00              3.1231e-01      5.4671e-01     -1.9923e-01
      1.0500e+03     -1.8205e-01       1.8198e+00       -2.3368e-01           3.6410e-01             2.3660e+00              3.1248e-01      5.4615e-01     -1.9890e-01
      1.0550e+03     -1.8187e-01       1.8200e+00       -2.3297e-01           3.6374e-01             2.3656e+00              3.1263e-01      5.4561e-01     -1.9857e-01
      1.0600e+03     -1.8169e-01       1.8201e+00       -2.3227e-01           3.6337e-01             2.3652e+00              3.1279e-01      5.4506e-01     -1.9824e-01
      1.0650e+03     -1.8151e-01       1.8203e+00       -2.3158e-01           3.6301e-01             2.3648e+00              3.1294e-01      5.4452e-01     -1.9790e-01
      1.0700e+03     -1.8133e-01       1.8205e+00       -2.3090e-01           3.6266e-01             2.3645e+00              3.1308e-01      5.4398e-01     -1.9756e-01
      1.0750e+03     -1.8115e-01       1.8206e+00       -2.3023e-01           3.6230e-01             2.3641e+00              3.1322e-01      5.4345e-01     -1.9721e-01
      1.0800e+03     -1.8097e-01       1.8208e+00       -2.2957e-01           3.6195e-01             2.3637e+00              3.1336e-01      5.4292e-01     -1.9687e-01
      1.0850e+03     -1.8080e-01       1.8210e+00       -2.2891e-01           3.6160e-01             2.3633e+00              3.1349e-01      5.4240e-01     -1.9652e-01
      1.0900e+03     -1.8062e-01       1.8211e+00       -2.2826e-01           3.6125e-01             2.3630e+00              3.1361e-01      5.4187e-01     -1.9617e-01
      1.0950e+03     -1.8045e-01       1.8213e+00       -2.2762e-01           3.6090e-01             2.3626e+00              3.1374e-01      5.4136e-01     -1.9582e-01
      1.1000e+03     -1.8028e-01       1.8214e+00       -2.2699e-01           3.6056e-01             2.3623e+00              3.1385e-01      5.4084e-01     -1.9547e-01
      1.1050e+03     -1.8011e-01       1.8216e+00       -2.2636e-01           3.6022e-01             2.3619e+00              3.1397e-01      5.4033e-01     -1.9511e-01
      1.1100e+03     -1.7994e-01       1.8217e+00       -2.2575e-01           3.5989e-01             2.3616e+00              3.1408e-01      5.3983e-01     -1.9474e-01
      1.1150e+03     -1.7978e-01       1.8219e+00       -2.2514e-01           3.5955e-01             2.3612e+00              3.1419e-01      5.3933e-01     -1.9437e-01
      1.1200e+03     -1.7961e-01       1.8220e+00       -2.2454e-01           3.5922e-01             2.3609e+00              3.1429e-01      5.3883e-01     -1.9400e-01
      1.1250e+03     -1.7945e-01       1.8222e+00       -2.2395e-01           3.5890e-01             2.3605e+00              3.1440e-01      5.3834e-01     -1.9363e-01
      1.1300e+03     -1.7929e-01       1.8223e+00       -2.2336e-01           3.5857e-01             2.3602e+00              3.1449e-01      5.3786e-01     -1.9326e-01
      1.1350e+03     -1.7912e-01       1.8225e+00       -2.2278e-01           3.5825e-01             2.3598e+00              3.1459e-01      5.3737e-01     -1.9288e-01
      1.1400e+03     -1.7896e-01       1.8226e+00       -2.2221e-01           3.5793e-01             2.3595e+00              3.1468e-01      5.3689e-01     -1.9250e-01
      1.1450e+03     -1.7881e-01       1.8228e+00       -2.2165e-01           3.5761e-01             2.3592e+00              3.1477e-01      5.3642e-01     -1.9212e-01
      1.1500e+03     -1.7865e-01       1.8229e+00       -2.2109e-01           3.5729e-01             2.3589e+00              3.1485e-01      5.3594e-01     -1.9174e-01
      1.1550e+03     -1.7849e-01       1.8231e+00       -2.2054e-01           3.5698e-01             2.3585e+00              3.1494e-01      5.3547e-01     -1.9135e-01
      1.1600e+03     -1.7834e-01       1.8232e+00       -2.1999e-01           3.5667e-01             2.3582e+00              3.1501e-01      5.3501e-01     -1.9096e-01
      1.1650e+03     -1.7818e-01       1.8233e+00       -2.1945e-01           3.5636e-01             2.3579e+00              3.1509e-01      5.3455e-01     -1.9058e-01
      1.1700e+03     -1.7803e-01       1.8235e+00       -2.1892e-01           3.5606e-01             2.3576e+00              3.1517e-01      5.3409e-01     -1.9019e-01
      1.1750e+03     -1.7788e-01       1.8236e+00       -2.1840e-01           3.5576e-01             2.3572e+00              3.1524e-01      5.3363e-01     -1.8980e-01
      1.1800e+03     -1.7773e-01       1.8238e+00       -2.1788e-01           3.5545e-01             2.3569e+00              3.1530e-01      5.3318e-01     -1.8941e-01
      1.1850e+03     -1.7758e-01       1.8239e+00       -2.1736e-01           3.5516e-01             2.3566e+00              3.1537e-01      5.3273e-01     -1.8901e-01
      1.1900e+03     -1.7743e-01       1.8240e+00       -2.1686e-01           3.5486e-01             2.3563e+00              3.1543e-01      5.3229e-01     -1.8862e-01
      1.1950e+03     -1.7728e-01       1.8242e+00       -2.1636e-01           3.5457e-01             2.3560e+00              3.1549e-01      5.3185e-01     -1.8823e-01
      1.2000e+03     -1.7714e-01       1.8243e+00       -2.1586e-01           3.5427e-01             2.3557e+00              3.1555e-01      5.3141e-01     -1.8783e-01
      1.2050e+03     -1.7699e-01       1.8244e+00       -2.1537e-01           3.5398e-01             2.3554e+00              3.1561e-01      5.3098e-01     -1.8744e-01
      1.2100e+03     -1.7685e-01       1.8246e+00       -2.1488e-01           3.5370e-01             2.3551e+00              3.1566e-01      5.3055e-01     -1.8704e-01
      1.2150e+03     -1.7671e-01       1.8247e+00       -2.1441e-01           3.5341e-01             2.3548e+00              3.1571e-01      5.3012e-01     -1.8665e-01
      1.2200e+03     -1.7656e-01       1.8248e+00       -2.1393e-01           3.5313e-01             2.3545e+00              3.1576e-01      5.2969e-01     -1.8625e-01
      1.2250e+03     -1.7642e-01       1.8250e+00       -2.1346e-01           3.5285e-01             2.3542e+00              3.1581e-01      5.2927e-01     -1.8585e-01
      1.2300e+03     -1.7628e-01       1.8251e+00       -2.1300e-01           3.5257e-01             2.3539e+00              3.1585e-01      5.2885e-01     -1.8546e-01
      1.2350e+03     -1.7615e-01       1.8252e+00       -2.1254e-01           3.5229e-01             2.3536e+00              3.1590e-01      5.2844e-01     -1.8506e-01
      1.2400e+03     -1.7601e-01       1.8253e+00       -2.1209e-01           3.5202e-01             2.3534e+00              3.1594e-01      5.2803e-01     -1.8466e-01
      1.2450e+03     -1.7587e-01       1.8255e+00       -2.1164e-01           3.5175e-01             2.3531e+00              3.1598e-01      5.2762e-01     -1.8427e-01
      1.2500e+03     -1.7574e-01       1.8256e+00       -2.1120e-01           3.5148e-01             2.3528e+00              3.1601e-01      5.2721e-01     -1.8387e-01
      1.2550e+03     -1.7560e-01       1.8257e+00       -2.1076e-01           3.5121e-01             2.3525e+00              3.1605e-01      5.2681e-01     -1.8347e-01
      1.2600e+03     -1.7547e-01       1.8258e+00       -2.1033e-01           3.5094e-01             2.3522e+00              3.1608e-01      5.2641e-01     -1.8308e-01
      1.2650e+03     -1.7534e-01       1.8260e+00       -2.0990e-01           3.5068e-01             2.3520e+00              3.1612e-01      5.2602e-01     -1.8268e-01
      1.2700e+03     -1.7521e-01       1.8261e+00       -2.0948e-01           3.5041e-01             2.3517e+00              3.1615e-01      5.2562e-01     -1.8228e-01
      1.2750e+03     -1.7508e-01       1.8262e+00       -2.0906e-01           3.5015e-01             2.3514e+00              3.1617e-01      5.2523e-01     -1.8188e-01
      1.2800e+03     -1.7495e-01       1.8263e+00       -2.0864e-01           3.4990e-01             2.3512e+00              3.1620e-01      5.2484e-01     -1.8149e-01
      1.2850e+03     -1.7482e-01       1.8264e+00       -2.0823e-01           3.4964e-01             2.3509e+00              3.1623e-01      5.2446e-01     -1.8109e-01
      1.2900e+03     -1.7469e-01       1.8265e+00       -2.0783e-01           3.4938e-01             2.3506e+00              3.1625e-01      5.2408e-01     -1.8069e-01
      1.2950e+03     -1.7457e-01       1.8267e+00       -2.0743e-01           3.4913e-01             2.3504e+00              3.1627e-01      5.2370e-01     -1.8030e-01
      1.3000e+03     -1.7444e-01       1.8268e+00       -2.0703e-01           3.4888e-01             2.3501e+00              3.1629e-01      5.2332e-01     -1.7990e-01
      1.3050e+03     -1.7432e-01       1.8269e+00       -2.0664e-01           3.4863e-01             2.3498e+00              3.1631e-01      5.2295e-01     -1.7951e-01
      1.3100e+03     -1.7419e-01       1.8270e+00       -2.0625e-01           3.4839e-01             2.3496e+00              3.1633e-01      5.2258e-01     -1.7912e-01
      1.3150e+03     -1.7407e-01       1.8271e+00       -2.0586e-01           3.4814e-01             2.3493e+00              3.1635e-01      5.2221e-01     -1.7873e-01
      1.3200e+03     -1.7395e-01       1.8272e+00       -2.0548e-01           3.4790e-01             2.3491e+00              3.1636e-01      5.2185e-01     -1.7833e-01
      1.3250e+03     -1.7383e-01       1.8273e+00       -2.0511e-01           3.4766e-01             2.3488e+00              3.1638e-01      5.2148e-01     -1.7794e-01
      1.3300e+03     -1.7371e-01       1.8275e+00       -2.0473e-01           3.4742e-01             2.3486e+00              3.1639e-01      5.2112e-01     -1.7755e-01
      1.3350e+03     -1.7359e-01       1.8276e+00       -2.0437e-01           3.4718e-01             2.3483e+00              3.1640e-01      5.2077e-01     -1.7717e-01
      1.3400e+03     -1.7347e-01       1.8277e+00       -2.0400e-01           3.4694e-01             2.3481e+00              3.1641e-01      5.2041e-01     -1.7678e-01
      1.3450e+03     -1.7335e-01       1.8278e+00       -2.0364e-01           3.4671e-01             2.3479e+00              3.1642e-01      5.2006e-01     -1.7639e-01
